1 => cctv1 | CCTV1
501115 => 501115 | 民視台灣台
501116 => 501116 | 民視
501117 => 501117 | 八大綜藝台
501118 => 501118 | 華視新聞
501119 => 501119 | 民視新聞台
501120 => 501120 | 中視新聞
501121 => 501121 | 中天新聞台
501122 => 501122 | 寰宇新聞台
501123 => 501123 | 時尚運動X
501124 => 501124 | 亞洲旅遊台
501874 => 501874 | TVBS
501875 => 501875 | FashionTV 時尚頻道
501876 => 501876 | ROCK Xstream搖滾極限頻道
505705 => 505705 | HKS
51 => 51 | 吉林卫视
519418 => 519418 | ELTV生活英語台
52 => 52 | 内蒙古卫视
52 => 52 | 黑龙江卫视
521219 => 521219 | 博斯高球台
521220 => 521220 | 博斯運動一台
521221 => 521221 | 博斯無限台
521222 => 521222 | 博斯網球台
53 => 53 | 东方卫视
53 => 53 | 宁夏卫视
534 => 534 | 贵州影视
534189 => 534189 | euronews
534365 => 534365 | 山东卫视
534367 => 534367 | 湖南国际
534368 => 534368 | 深圳财经
534369 => 534369 | 陕西八套
534370 => 534370 | 佛山南海
534371 => 534371 | 广东卫视
534372 => 534372 | 太原新闻综合
534373 => 534373 | 山东教育卫视
534374 => 534374 | 中国教育4台
534375 => 534375 | 兰州公共
534376 => 534376 | 山西经济
534377 => 534377 | 大湾区卫视
534378 => 534378 | 梅州-1
534379 => 534379 | 浙江经济生活
534380 => 534380 | 南昌都市
534381 => 534381 | 海南卫视
534382 => 534382 | 贵州卫视
534383 => 534383 | 第一财经
534384 => 534384 | 篮球
534385 => 534385 | 广东国际
534386 => 534386 | 南方卫视
534387 => 534387 | 澳视资讯
534388 => 534388 | 青海经视
534389 => 534389 | 山东生活
534390 => 534390 | 魅力足球
534391 => 534391 | 太原影视
534392 => 534392 | 经济科教
534393 => 534393 | 南昌资讯
534394 => 534394 | 上视东方影视
534395 => 534395 | 湖南娱乐
534396 => 534396 | 广东新闻
534397 => 534397 | 安徽卫视
534398 => 534398 | 歌手2024
534399 => 534399 | 天津卫视
534400 => 534400 | 山西社会与法治
534401 => 534401 | 四川卫视
534402 => 534402 | 郑州新闻
534403 => 534403 | 长春经济
534404 => 534404 | FZTV1
534405 => 534405 | 江门综合
534406 => 534406 | 河南公共
534407 => 534407 | 孝感生活
534408 => 534408 | 文物宝库
534409 => 534409 | 海南公共
534410 => 534410 | 银川文体
534411 => 534411 | 湖南卫视
534412 => 534412 | 乐游
534413 => 534413 | 卫生健康
534414 => 534414 | 新疆卫视
534415 => 534415 | 随州农村
534416 => 534416 | 劲爆体育
534417 => 534417 | CCTV4美洲
534418 => 534418 | 延边卫视
534419 => 534419 | 吉视影视
534420 => 534420 | 杭州文化
534421 => 534421 | 陕西七套
534422 => 534422 | 星光影院
534423 => 534423 | 南京新闻综合
534424 => 534424 | 梨园
534425 => 534425 | 西安商务资迅
534426 => 534426 | 澳视综艺
534427 => 534427 | 阳江1
534428 => 534428 | 阳江2
534429 => 534429 | 宁夏少儿
534430 => 534430 | 徐州文艺影视
534431 => 534431 | 浙江钱江都市
534432 => 534432 | 河南卫视
534433 => 534433 | 中华特产
534434 => 534434 | 徐州新闻综合
534435 => 534435 | 阳江-1
534436 => 534436 | 阳江-2
534437 => 534437 | QHTV1
534438 => 534438 | 东方电影
534439 => 534439 | 星空购物
534440 => 534440 | 南方综艺
534441 => 534441 | 杭州综合
534442 => 534442 | 厦门卫视
534443 => 534443 | 江西经济生活
534444 => 534444 | 河南乡村
534445 => 534445 | HRBTV1
534446 => 534446 | 海峡卫视
534447 => 534447 | 呼和浩特综合
534448 => 534448 | 卡酷少儿
534449 => 534449 | 河南民生
534450 => 534450 | 钱江
534451 => 534451 | 云南康旅
534452 => 534452 | 吉林乡村
534453 => 534453 | 黑龙江都市
534454 => 534454 | 福建新闻
534455 => 534455 | 游戏风云
534456 => 534456 | 山东教育
534457 => 534457 | 揭阳综合
534458 => 534458 | 南京教科
534459 => 534459 | 重庆影视
534460 => 534460 | 西安影视
534461 => 534461 | 日照科教
534462 => 534462 | 四大名著剧场
534463 => 534463 | 南方少儿
534464 => 534464 | 纯享4K
534465 => 534465 | 河北公共
534466 => 534466 | 湖南电视剧
534467 => 534467 | 宁夏公共
534468 => 534468 | 郑州戏曲
534469 => 534469 | 深圳财经生活
534470 => 534470 | 现代教育
534471 => 534471 | 太原文体
534472 => 534472 | 黑龙江新闻法治
534473 => 534473 | 海南自贸
534474 => 534474 | CCTV怀旧剧场
534475 => 534475 | 咪咕足球
534476 => 534476 | 法治天地
534477 => 534477 | 北京影视
534478 => 534478 | 中山公共
534479 => 534479 | CGTN俄语
534480 => 534480 | 重庆少儿
534481 => 534481 | 重庆文体娱乐
534482 => 534482 | 安徽科教
534483 => 534483 | 东莞新闻
534484 => 534484 | 茶
534485 => 534485 | CCTV4欧洲
534486 => 534486 | 杭州生活
534487 => 534487 | 安徽影视
534488 => 534488 | 南方影视
534489 => 534489 | 甘肃公共
534490 => 534490 | 江苏影视
534491 => 534491 | 河北经济
534492 => 534492 | 天津体育
534493 => 534493 | 南京电视台
534494 => 534494 | 澳视葡文
534495 => 534495 | 浙江少儿
534496 => 534496 | 湖北卫视
534497 => 534497 | 杭州房产
534498 => 534498 | 河北卫视
534499 => 534499 | 中国教育2台
534500 => 534500 | 安徽综艺
534501 => 534501 | 北京体育休闲
534502 => 534502 | 江苏综艺
534503 => 534503 | 肇庆新闻
534504 => 534504 | 无锡生活
534505 => 534505 | 上海纪实人文
534506 => 534506 | 贵州公共
534507 => 534507 | 湖南爱晚
534508 => 534508 | 宜昌旅游生活
534509 => 534509 | CHC高清电影
534510 => 534510 | 陕西四套
534511 => 534511 | 北京文艺
534512 => 534512 | 长春市民
534513 => 534513 | 福州1-新闻
534514 => 534514 | 国学
534515 => 534515 | 兵团卫视
534516 => 534516 | 贵阳综合
534517 => 534517 | SCTV1
534518 => 534518 | 浙江NEWS
534519 => 534519 | 内蒙古农牧
534520 => 534520 | 北京国际频道
534521 => 534521 | 睛彩羽毛球
534522 => 534522 | 东莞生活资讯
534523 => 534523 | 江西公共农业
534524 => 534524 | 重庆社会与法
534525 => 534525 | 厦门移动
534526 => 534526 | 安徽经视
534527 => 534527 | 移动戏曲
534528 => 534528 | CHC动作电影
534529 => 534529 | 冬奥纪实
534530 => 534530 | 西藏藏语卫视
534531 => 534531 | 珠海-1
534532 => 534532 | 珠海-2
534533 => 534533 | 辽宁卫视
534534 => 534534 | 茂名综合
534535 => 534535 | 广西新闻
534536 => 534536 | 河南新农村
534537 => 534537 | 宜宾新闻综合
534538 => 534538 | 西安丝路
534539 => 534539 | 天津文艺
534540 => 534540 | 福建体育
534541 => 534541 | 陕西二套
534542 => 534542 | 南方经济
534543 => 534543 | 安徽农业科教
534544 => 534544 | 天津新闻
534545 => 534545 | 浙江国际
534546 => 534546 | 仙游电视
534547 => 534547 | 陕西三套
534548 => 534548 | 郑州生活
534549 => 534549 | HZTV1
534550 => 534550 | HZTV2
534551 => 534551 | 江西移动
534552 => 534552 | 睛彩竞技
534553 => 534553 | 杭州影视
534554 => 534554 | 无锡经济
534555 => 534555 | 陕西一套
534556 => 534556 | 电视指南
534557 => 534557 | 福建旅游
534558 => 534558 | 江西新闻
534559 => 534559 | 江苏卫视
534560 => 534560 | 河北都市
534561 => 534561 | 兰州文旅
534562 => 534562 | 上海教育台
534563 => 534563 | 柳州新闻综合
534564 => 534564 | 福州3-生活
534565 => 534565 | 孝感新闻综合
534566 => 534566 | 福建经济
534567 => 534567 | 都市剧场
534568 => 534568 | 黑龙江卫视
534569 => 534569 | 福建教育
534570 => 534570 | 兰州新闻综合
534571 => 534571 | 甘肃少儿
534572 => 534572 | 重庆时尚生活
534573 => 534573 | 宁夏卫视
534574 => 534574 | 上海星尚
534575 => 534575 | 河南电视剧
534576 => 534576 | 深圳移动
534577 => 534577 | 高尔夫网球
534578 => 534578 | 快乐垂钓
534579 => 534579 | 揭阳生活
534580 => 534580 | 深圳电视剧
534581 => 534581 | 河源公共
534582 => 534582 | 河北影视
534583 => 534583 | ZHTV-1
534584 => 534584 | ZHTV-2
534585 => 534585 | 上海新闻综合
534586 => 534586 | DOX4K
534587 => 534587 | 1905环球经典
534588 => 534588 | 内蒙古综合
534589 => 534589 | 攀枝花新闻综合
534590 => 534590 | 安徽公共
534591 => 534591 | 山东齐鲁
534592 => 534592 | 新疆汉语综艺
534593 => 534593 | 南昌新闻综合
534594 => 534594 | 郑州商都
534595 => 534595 | 西宁生活
534596 => 534596 | 无锡娱乐
534597 => 534597 | 三沙卫视
534598 => 534598 | 福建少儿
534599 => 534599 | 黑龙江少儿
534600 => 534600 | 宁夏经济
534601 => 534601 | 追剧少女
534602 => 534602 | 中山综合
534603 => 534603 | 云南卫视
534604 => 534604 | 重庆卫视
534605 => 534605 | 北京新闻
534606 => 534606 | 安徽经济生活
534607 => 534607 | 随州综合
534608 => 534608 | 云上电影院
534609 => 534609 | CCTV第一剧场
534610 => 534610 | 广西国际
534611 => 534611 | 石家庄都市
534612 => 534612 | 苏州新闻综合
534613 => 534613 | 吉林影视
534614 => 534614 | 中国天气
534615 => 534615 | 山东农科
534616 => 534616 | 广东珠江
534617 => 534617 | 睛彩中原
534618 => 534618 | 浙江教育
534619 => 534619 | 重庆国际
534620 => 534620 | 澳视体育
534621 => 534621 | 浙江教科影视
534622 => 534622 | 深视体育健康
534623 => 534623 | 滨州综合
534624 => 534624 | 求索生活
534625 => 534625 | 河北少儿科教
534626 => 534626 | 上海艺术人文
534627 => 534627 | LSTIME电影台
534628 => 534628 | 中国交通
534629 => 534629 | 河南法治
534630 => 534630 | 广西卫视
534631 => 534631 | 重庆新闻
534632 => 534632 | 黑龙江新闻法制
534633 => 534633 | 常州新闻
534634 => 534634 | 潮安综合
534635 => 534635 | 陕西六套
534636 => 534636 | 厦门综合
534637 => 534637 | 深圳体育健康
534638 => 534638 | 江西少儿
534639 => 534639 | 东南卫视
534640 => 534640 | 石家庄娱乐
534641 => 534641 | 海南少儿
534642 => 534642 | 北京卫视
534643 => 534643 | 青海卫视
534644 => 534644 | 宁夏教育
534645 => 534645 | CGTN西语
534646 => 534646 | 河北农民
534647 => 534647 | 山西文体生活
534648 => 534648 | 广东综艺
534649 => 534649 | 广西综艺旅游
534650 => 534650 | 珠海新闻
534651 => 534651 | 上海
534652 => 534652 | 莆田二套
534653 => 534653 | 郑州妇女
534654 => 534654 | 北海新闻综合
534655 => 534655 | HNXTTV1
534656 => 534656 | 汕尾新闻综合
534657 => 534657 | 武术世界
534658 => 534658 | 山西公共
534659 => 534659 | 西安移动电视
534660 => 534660 | 江西卫视
534661 => 534661 | 福建综合
534662 => 534662 | 深圳少儿
534663 => 534663 | 徐州经济生活
534664 => 534664 | 陕西五套
534665 => 534665 | 河南新闻
534666 => 534666 | 黑龙江影视
534667 => 534667 | 吉视乡村
534668 => 534668 | 广州竞赛
534669 => 534669 | 象视界
534670 => 534670 | 求索纪录
534671 => 534671 | 汕尾文化生活
534672 => 534672 | 宜昌综合
534673 => 534673 | 吉林生活
534674 => 534674 | 贵州影视文艺
534675 => 534675 | 北海公共
534676 => 534676 | 汽摩
534677 => 534677 | 黑龙江文体
534678 => 534678 | 江苏国际
534679 => 534679 | 长春综合
534680 => 534680 | 浙江影视
534681 => 534681 | 湖南经视
534682 => 534682 | 新片放映厅
534683 => 534683 | 澳视卫星
534684 => 534684 | 佛山顺德
534685 => 534685 | 汕头经济生活
534686 => 534686 | 上海都市
534687 => 534687 | 厦门二套
534688 => 534688 | 深圳卫视
534689 => 534689 | 湛江公共
534690 => 534690 | CCTV风云剧场
534691 => 534691 | 吉林卫视
534692 => 534692 | 吉视综艺文化
534693 => 534693 | 广东影视
534694 => 534694 | 吉视都市
534695 => tvbjade | 翡翠台
534696 => 534696 | 青海都市
534697 => 534697 | 北京财经
534698 => 534698 | 南京十八
534699 => 534699 | 黑莓电影
534700 => 534700 | 四川经济
534701 => 534701 | 纪实科教
534702 => 534702 | 江苏优漫卡通
534703 => 534703 | 南京影视
534704 => 534704 | 安徽综艺体育
534705 => 534705 | 北京纪实
534706 => 534706 | 吉视生活
534707 => 534707 | 江苏城市
534708 => 534708 | 天津影视
534709 => 534709 | 广东公共
534710 => 534710 | 重庆生活资讯
534711 => 534711 | 内蒙古少儿
534712 => 534712 | 动漫秀场
534713 => 534713 | 江西都市
534714 => 534714 | 银川生活
534715 => 534715 | 天津少儿
534716 => 534716 | 汕头综合
534717 => 534717 | 山西影视
534718 => 534718 | 广西影视
534719 => 534719 | DONGFANG1
534720 => 534720 | 广东少儿
534721 => 534721 | CGTN纪录
534722 => 534722 | 客家生活
534723 => 534723 | 天津都市
534724 => 534724 | 长春汽车
534725 => 534725 | 太原百姓
534726 => 534726 | 经典剧场
534727 => 534727 | 吴江新闻综合
534728 => 534728 | 潮州综合
534729 => 534729 | 睛彩篮球
534730 => 534730 | 浙江民生
534731 => 534731 | 肇庆生活服务
534732 => 534732 | 西安都市
534733 => 534733 | 陕西影视
534734 => 534734 | 长沙政法
534735 => 534735 | 广西都市
534736 => 534736 | 陕西卫视
534737 => 534737 | 东方卫视
534738 => 534738 | 浙江卫视
534739 => 534739 | 吉林都市
534740 => 534740 | 湛江综合
534741 => 534741 | 深圳都市
534742 => 534742 | 太原教育
534743 => 534743 | 呼和浩特影视
534744 => 534744 | 优优宝贝
534745 => 534745 | 南京信息
534746 => 534746 | 陕西农林卫视
534747 => 534747 | 延边2台
534748 => 534748 | 长春文旅体育
534749 => 534749 | 绵阳影视科技
534750 => 534750 | 贵州大众生活
534751 => 534751 | 山东卫视
534752 => 534752 | 北京生活
534753 => 534753 | 郑州文体
534754 => 534754 | 佛山综合
534755 => 534755 | 潮州民生
534756 => 534756 | 福建电视剧
534757 => 534757 | 重庆娱乐
534758 => 534758 | 吉林综艺文化
534759 => 534759 | 澳视澳门
534760 => 534760 | 韶关新闻
534761 => 534761 | 欢笑剧场
534762 => 534762 | 西宁综合
534763 => 534763 | CGTN阿语
534764 => 534764 | 南京少儿
534765 => 534765 | 康巴卫视
534766 => 534766 | 山东综艺
534767 => 534767 | 上海第一财经
534768 => 534768 | 宜春新闻综合
534769 => 534769 | 苏州文化生活-苏州新闻综合-苏州生活资讯-苏州社会经济
534770 => 534770 | 茂名公共
534771 => 534771 | 杭州西湖明珠
534772 => 534772 | 清远新闻综合
534773 => 534773 | 中国教育一套
534774 => 534774 | 广东移动
534775 => 534775 | 银川公共
534776 => 534776 | CGTN法语
534777 => 534777 | 石家庄生活
534778 => 534778 | 厦门一套
534779 => 534779 | 咪咕综合体育
534780 => 534780 | 北海经济科教
534781 => 534781 | 佛山公共
534782 => 534782 | 长沙影视
534783 => 534783 | 莆田一套
534784 => 534784 | 浙江公共新闻
534785 => 534785 | 金色学堂
534786 => 534786 | 湖南电影
534787 => 534787 | 河南梨园
534788 => 534788 | 鞍山新闻综合
534789 => 534789 | 海南文旅
534790 => 534790 | 中央台–珠江
534791 => 534791 | 浙江民生休闲
534792 => 534792 | CHC家庭影院
534793 => 534793 | 内蒙古卫视
534794 => 534794 | 西安新闻综合
534795 => 534795 | 山西卫视
534796 => 534796 | 漳州新闻
534797 => 534797 | 生活时尚
534798 => 534798 | 甘肃文化影视
534799 => 534799 | 甘肃卫视
534800 => 534800 | 杭州导视
534801 => 534801 | 重庆农村
534802 => 534802 | 珠海生活
534803 => 534803 | 广州新闻
534804 => 534804 | 生态环境
534805 => 534805 | 呼和浩特都市
534806 => 534806 | 黄河卫视
534807 => 534807 | 河南都市
534808 => 534808 | 厦门三套
534809 => 534809 | 海南新闻
534810 => 534810 | 乌鲁木齐都市
534811 => 534811 | 延边1台
534812 => 534812 | 浙江经视
534813 => 534813 | 江苏休闲体育
534814 => 534814 | 浙江数码时代
534815 => 534815 | 环球旅游
534816 => 534816 | 福州2套-影视
534817 => 534817 | 黑莓动画
534818 => 534818 | 石家庄新闻综合
534819 => 534819 | 湖南卫视国际
534820 => 534820 | 天津教育
534821 => 534821 | 新疆汉语影视
534827 => 534827 | Now Sports 618
535 => 535 | 贵州大众
537 => 537 | 贵州科教
54 => 54 | 山西卫视
54 => 54 | 江苏卫视
55 => 55 | 浙江卫视
55 => 55 | 陕西卫视
555 => 555 | 宁夏经济
556 => 556 | 宁夏公共
557 => 557 | 宁夏少儿
56 => 56 | 四川卫视
56 => 56 | 安徽卫视
565 => 565 | 河北都市
566 => 566 | 河北影视
567 => 567 | 河北少儿
568 => 568 | 河北经济
57 => 57 | 新疆卫视
57 => 57 | 江西卫视
58 => 58 | 云南卫视
58 => 58 | 山东卫视
59 => 59 | 河南卫视
59 => 59 | 青海卫视
6 => cctv5plus | CCTV5+
60 => 60 | 湖北卫视
609 => 609 | 新动漫
61 => 61 | 兵团卫视
61 => 61 | 湖南卫视
62 => 62 | 哈哈炫动
62 => 62 | 广东卫视
63 => 63 | 广西卫视
63 => 63 | 延边卫视
64 => 64 | 海南卫视
65 => 65 | 重庆卫视
65 => 65 | 黄河卫视
657 => 657 | 浙江经视
658 => 658 | 浙江钱江都市
659 => 659 | 浙江科教影视
66 => 66 | 四川卫视
660 => 660 | 浙江民生休闲
661 => 661 | 浙江公共新闻
662 => 662 | 浙江少儿
67 => 67 | 卡酷动画
67 => 67 | 贵州卫视
68 => 68 | 云南卫视
68 => 68 | 厦门卫视
69 => 69 | 西藏卫视
69 => 69 | 金鹰卡通
7 => cctv6 | CCTV6
70 => 70 | 康巴卫视
70 => 70 | 陕西卫视
71 => 71 | 甘肃卫视
71 => 71 | 西藏卫视
72 => 72 | 三沙卫视
72 => 72 | 青海卫视
728 => 728 | 山东齐鲁
729 => 729 | 山东体育
73 => 73 | 中国教育1台
73 => 73 | 宁夏卫视
730 => 730 | 山东农科
732 => 732 | 山东少儿
734 => 734 | 山东综艺
735 => 735 | 山东生活
74 => 74 | 中国教育2台
74 => 74 | 新疆卫视
75 => 75 | 中国教育3台
75 => 75 | 深圳卫视
76 => 76 | 兵团卫视
77 => 77 | 三沙卫视
78 => 78 | 康巴卫视
79 => 79 | 延边卫视
8 => cctv7 | CCTV7
80 => 80 | 纪实科教
82 => 82 | 快乐垂钓
83 => 83 | 山东教育
832 => 832 | 河南民生
833 => 833 | 河南法制
834 => 834 | 河南电视剧
835 => 835 | 河南新闻
837 => 837 | 河南公共
838 => 838 | 河南新农村
839 => 839 | 河南都市
84 => 84 | 茶频道
85 => 85 | 金鹰纪实
86 => 86 | 金鹰卡通
88 => 88 | 卡酷少儿
89 => 89 | 嘉佳卡通
892 => 892 | 广西综艺
893 => 893 | 广西都市
895 => 895 | 广西影视
897 => 897 | 广西新闻
9 => cctv8 | CCTV8
90 => 90 | 优漫卡通
91 => 91 | 精品大剧
92 => 92 | 古装剧场
93 => 93 | 军旅剧场
932 => 932 | 云南娱乐
933 => 933 | 云南都市
934 => 934 | 云南影视
936 => 936 | 云南少儿
94 => 94 | 家庭剧场
95 => 95 | 热播精选
96 => 96 | 爱情喜剧
97 => 97 | 动作电影
98 => 98 | 精品综合
99 => 99 | 惊悚悬疑
9999 => 9999 | noepg
C => c | C
C => c | Channel[V]
CCTV1 => cctv1 | CCTV1
CCTV10 => cctv10 | CCTV10
CCTV11 => cctv11 | CCTV11
CCTV12 => cctv12 | CCTV12
CCTV13 => cctv13 | CCTV13
CCTV14 => cctv14 | CCTV14
CCTV15 => cctv15 | CCTV15
CCTV16 => cctv16 | CCTV16
CCTV17 => cctv17 | CCTV17
CCTV2 => cctv2 | CCTV2
CCTV3 => cctv3 | CCTV3
CCTV4 => cctv4 | CCTV4
CCTV4K => cctv | CCTV4K
CCTV5 => cctv5 | CCTV5
CCTV5+ => cctv5plus | CCTV5+
CCTV5+ => cctv5plus | CCTV5PLUS
CCTV5+ => cctv5plus | CCTV5plus
CCTV6 => cctv6 | CCTV6
CCTV7 => cctv7 | CCTV7
CCTV8 => cctv8 | CCTV8
CCTV9 => cctv9 | CCTV9
CDTV1 => cdtv1 | CDTV1
CDTV2 => cdtv2 | CDTV2
CDTV3 => cdtv3 | CDTV3
CDTV4 => cdtv4 | CDTV4
CDTV5 => cdtv5 | CDTV5
CDTV6 => cdtv6 | CDTV6
CETV1 => cetv1 | CETV1
CETV2 => cetv2 | CETV2
CGTN法语 => cgtn法语 | CGTN法语
CGTN英语 => cgtn英语 | CGTN英语
CGTN西班牙语 => cgtn西班牙语 | CGTN西班牙语
CHC动作电影 => chc动作电影 | CHC动作电影
CHC家庭影院 => chc家庭影院 | CHC家庭影院
CHC影迷电影 => chc影迷电影 | CHC影迷电影
DTV => dtv | CDTV8
DTV => dtv | DTV
SCTV2 => sctv2 | SCTV2
SCTV3 => sctv3 | SCTV3
SCTV4 => sctv4 | SCTV4
SCTV5 => sctv5 | SCTV5
SCTV7 => sctv7 | SCTV7
SCTV科教 => sctv科教 | SCTV科教
三沙卫视 => 三沙卫视 | 三沙卫视
东南卫视 => 东南卫视 | 东南卫视
东方卫视 => 东方卫视 | 东方卫视
东方财经 => 东方财经 | 东方财经
中国交通 => 中国交通 | 中国交通
中国天气 => 中国天气 | 中国天气
乐游 => 乐游 | 乐游
书画频道 => 书画 | 书画频道
云南卫视 => 云南卫视 | 云南卫视
优漫卡通 => 优漫卡通 | 优漫卡通
全球大片专区 => 全球大片专区 | 全球大片专区
兵团卫视 => 兵团卫视 | 兵团卫视
内蒙古卫视 => 内蒙古卫视 | 内蒙古卫视
凤凰中文 => phoenixchinese | 凤凰中文
凤凰资讯 => phoenixinfo | 凤凰资讯
动漫秀场 => 动漫秀场 | 动漫秀场
动画 => 动画 | 动画
动画 => 动画 | 宝宝动画专区
动画 => 动画 | 少儿动画专区
北京卫视 => 北京卫视 | 北京卫视
北京纪实科教 => 北京纪实科教 | 北京纪实科教
华语影院专区 => 华语影院专区 | 华语影院专区
卡酷少儿 => 卡酷少儿 | 卡酷少儿
厦门卫视 => 厦门卫视 | 厦门卫视
吉林卫视 => 吉林卫视 | 吉林卫视
四川乡村 => 四川乡村 | 四川乡村
四川卫视 => 四川卫视 | 四川卫视
四海钓鱼 => 四海钓鱼 | 四海钓鱼
天元围棋 => 天元围棋 | 天元围棋
天津卫视 => 天津卫视 | 天津卫视
宁夏卫视 => 宁夏卫视 | 宁夏卫视
安多卫视 => 安多卫视 | 安多卫视
安徽卫视 => 安徽卫视 | 安徽卫视
家庭理财 => 家庭理财 | 家庭理财
山东卫视 => 山东卫视 | 山东卫视
山东教育卫视 => 山东教育卫视 | 山东教育卫视
山西卫视 => 山西卫视 | 山西卫视
峨眉电影 => 峨眉电影 | 峨眉电影
广东卫视 => 广东卫视 | 广东卫视
广西卫视 => 广西卫视 | 广西卫视
康巴卫视 => 康巴卫视 | 康巴卫视
延边卫视 => 延边卫视 | 延边卫视
快乐垂钓 => 快乐垂钓 | 快乐垂钓
戏曲精选专区 => 戏曲精选专区 | 戏曲精选专区
新疆卫视 => 新疆卫视 | 新疆卫视
星光院线专区 => 星光院线专区 | 星光院线专区
星空卫视 => 星空卫视 | 星空卫视
梨园 => 梨园 | 梨园
欢笑剧场4K => 欢笑剧场 | 欢笑剧场4K
求索频道 => 求索 | 求索频道
江苏卫视 => 江苏卫视 | 江苏卫视
江西卫视 => 江西卫视 | 江西卫视
河北卫视 => 河北卫视 | 河北卫视
河南卫视 => 河南卫视 | 河南卫视
法治天地 => 法治天地 | 法治天地
浙江卫视 => 浙江卫视 | 浙江卫视
海南卫视 => 海南卫视 | 海南卫视
深圳卫视 => 深圳卫视 | 深圳卫视
游戏风云 => 游戏风云 | 游戏风云
湖北卫视 => 湖北卫视 | 湖北卫视
湖南卫视 => 湖南卫视 | 湖南卫视
热播剧场 => 热播剧场 | 热播剧场
热播剧场 => 热播剧场 | 热播剧场专区
环球旅游 => 环球旅游 | 环球旅游
甘肃卫视 => 甘肃卫视 | 甘肃卫视
百变课堂专区 => 百变课堂专区 | 百变课堂专区
看天下精选专区 => 看天下精选专区 | 看天下精选专区
精彩影视 => 精彩影视 | 精彩影视
经典电影 => 经典电影 | 经典电影
经典电影 => 经典电影 | 经典电影专区
茶频道 => 茶 | 茶频道
西藏卫视 => 西藏卫视 | 西藏卫视
谍战剧场专区 => 谍战剧场专区 | 谍战剧场专区
财富天下 => 财富天下 | 财富天下
贵州卫视 => 贵州卫视 | 贵州卫视
辽宁卫视 => 辽宁卫视 | 辽宁卫视
都市剧场 => 都市剧场 | 都市剧场
重庆卫视 => 重庆卫视 | 重庆卫视
金色学堂 => 金色学堂 | 金色学堂
金鹰卡通 => 金鹰卡通 | 金鹰卡通
金鹰纪实 => 金鹰纪实 | 金鹰纪实
陕西卫视 => 陕西卫视 | 陕西卫视
青春动漫专区 => 青春动漫专区 | 青春动漫专区
青海卫视 => 青海卫视 | 青海卫视
魅力时尚 => 魅力时尚 | 魅力时尚
魅力时尚 => 魅力时尚 | 魅力时尚专区
黑龙江卫视 => 黑龙江卫视 | 黑龙江卫视
